;num_a;num_b;num_c;num_ç;num_d;num_e;num_f;num_g;num_h;num_i;num_j;num_k;num_l;num_m;num_n;num_ñ;num_o;num_p;num_q;num_r;num_s;num_t;num_u;num_v;num_w;num_x;num_y;num_z;num_sch;num_ch;num_sh;num_gn;num_esszett;num_ssh;num_ix;num_ll;num_œ;num_à;num_á;num_â;num_ä;num_è;num_é;num_ê;num_ë;num_ì;num_í;num_î;num_ï;num_ò;num_ó;num_ô;num_ö;num_ù;num_ú;num_û;num_ü;num_consonants;num_vowels;num_triple_vowels;num_triple_consonants;num_capital;max_length_word;mean_length_words;diacritic_count;ratio_vowels_consonants;mean_vowel_per_word;phrase
2149;19;4;7;0;10;17;0;2;1;4;0;0;7;3;12;0;13;4;0;12;8;6;8;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;65;80;0;1;1;9;4.424242424242424;4;0.8125;0.36312849162011174;Bordearon un enorme campo de nabos y llegaron a la puerta de un cercado| más allá, entre setos bien cuidados y de poca altura, corría una senda hacia un distante grupo de árboles
2150;3;0;3;0;1;3;0;0;0;1;1;0;0;1;1;0;6;2;0;1;4;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;19;0;0;1;8;5.0;0;0.7368421052631579;0.32558139534883723;¡Conozco estos campos y esta puerta! dijo 
2151;5;1;0;0;1;6;0;2;1;2;1;0;3;1;0;0;3;0;0;3;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;21;0;0;3;7;4.222222222222222;0;0.7619047619047619;0.3404255319148936;Esto es el Habar, las tierras del viejo Maggot
2152;5;1;0;0;1;3;0;1;0;1;1;0;5;1;2;0;2;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;20;0;1;1;7;4.714285714285714;2;0.65;0.325;Mirad la granja, allá entre los árboles
2153;18;2;6;0;12;8;3;2;2;12;1;0;7;1;5;0;7;4;1;5;7;5;7;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;54;66;0;0;3;11;4.84;2;0.8181818181818182;0.3698630136986301;¡Dificultad tras dificultad! dijo Frodo| parecía casi tan asustado como si Pippin le hubiese dicho que la senda llevaba a la guarida de un dragón
2154;2;0;1;0;0;1;0;0;0;1;0;0;2;1;2;0;7;1;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;17;0;1;1;8;4.666666666666667;0;0.6470588235294118;0.3235294117647059;Los otros lo miraron con sorpresa
2155;1;0;2;0;1;3;0;2;0;4;2;0;1;1;2;0;5;3;1;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;19;0;0;3;7;4.625;1;0.8421052631578947;0.35555555555555557;¿Qué ocurre con el viejo Maggot? dijo Pippin
2156;3;2;0;0;3;3;0;2;0;2;0;0;1;2;3;0;5;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;18;0;0;2;10;4.125;0;0.8333333333333334;0.36585365853658536;Es un buen amigo de todos los Brandigamo
2157;0;0;1;0;1;11;1;0;0;2;0;0;2;0;2;0;7;4;0;8;9;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;32;0;1;1;9;4.833333333333333;0;0.75;0.3333333333333333;Por supuesto, es el terror de los intrusos, pues tiene   perros feroces
2158;8;0;2;0;7;13;1;1;1;1;0;0;2;1;3;0;3;2;1;5;4;5;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;31;38;0;0;1;9;3.888888888888889;3;0.8157894736842105;0.3522727272727273;Después de todo, la gente de aquí está muy cerca de la frontera y ha de estar prevenida
2159;4;0;0;0;3;5;1;1;0;4;1;0;3;3;2;0;11;2;0;9;5;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;28;36;0;0;2;12;4.0625;3;0.7777777777777778;0.345679012345679;Lo sé dijo Frodo y rió avergonzado, pero lo mismo me aterrorizan él y sus perros
2160;6;0;0;0;1;3;0;1;0;1;1;0;0;0;2;2;2;0;0;2;3;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;0;0;1;7;4.428571428571429;1;0.8235294117647058;0.3684210526315789;Evité esta granja durante años y años
2161;10;2;5;0;3;10;0;1;1;2;1;0;0;1;7;0;5;1;1;3;6;0;3;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;33;38;0;0;3;7;4.0;3;0.868421052631579;0.36666666666666664;Cuando yo era joven en Casa Brandi y venía aquí en busca de hongos, me pescó varias veces
2162;14;1;5;0;3;18;0;2;5;10;1;0;8;10;4;0;10;5;1;12;14;6;4;1;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;0;63;84;1;1;4;12;5.166666666666667;7;0.75;0.34054054054054056;La última me castigó, me mostró los perros y les d ijo: «Miren, muchachos, la próxima vez que éste pise mis tierras, pueden comérselo| ahora, ¡échenlo!» Me persiguieron hasta Balsadera
2163;8;4;7;0;4;15;0;1;1;9;0;0;2;3;9;0;8;0;3;5;8;2;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;48;50;1;0;1;12;4.714285714285714;2;0.96;0.4;Nunca me recobré del miedo, aunque he de decir que esas bestias conocían bien sus obligaciones y ni siquiera me tocaron
2164;3;1;2;0;4;6;0;0;0;7;0;0;1;1;4;0;2;4;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;24;0;0;2;9;5.111111111111111;1;0.8333333333333334;0.36363636363636365;Pippin rió diciendo: Bien, es tiempo de saldar cuentas
2165;4;0;1;0;1;7;0;1;0;4;0;0;2;2;3;0;3;1;0;1;5;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;22;0;0;3;13;4.1;0;0.8636363636363636;0.37254901960784315;Especialmente si vas a vivir de nuevo en Los Gamos
2166;5;1;0;0;1;10;0;2;0;3;2;0;2;2;4;0;3;2;0;1;7;4;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;30;0;0;2;9;3.9285714285714284;0;0.8;0.34782608695652173;El viejo Maggot es realmente un buen tipo, si dejas sus setas en paz
2167;3;0;1;0;3;3;0;1;0;3;0;0;1;2;4;0;6;1;1;3;7;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;26;0;1;1;8;4.4;1;0.6923076923076923;0.3333333333333333;Sigamos la senda y no podrán decir que somos intrusos
2168;3;1;1;0;0;2;0;0;1;1;0;0;3;1;2;0;4;0;0;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;1;1;12;4.5;1;0.7333333333333333;0.3333333333333333;Si lo encontramos, yo le hablaré
2169;4;0;1;0;2;7;0;1;0;3;0;0;2;5;4;0;8;1;1;4;2;2;3;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;28;30;0;1;2;6;3.411764705882353;3;0.9333333333333333;0.37333333333333335;Es amigo de Merry y yo solía venir aquí con él muy a menudo en otro tiempo
2170;17;3;3;0;7;15;2;3;2;6;1;0;7;1;9;0;10;0;2;8;12;4;4;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;67;1;1;1;9;4.576923076923077;1;0.7910447761194029;0.36551724137931035;Siguieron la senda hasta que vieron los techos bardados de una casa grande y los edificios de la granja que asomaban entre los árboles al frente
2171;16;4;2;0;4;7;0;2;2;2;1;0;5;3;3;0;7;1;0;4;7;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;33;45;0;0;5;10;4.333333333333333;1;0.7333333333333333;0.34375;Los Maggot y los Barroso de Cepeda y la mayoría de los habitantes de Marjala habitaban en casas
2172;11;1;2;0;5;4;0;1;0;3;1;0;6;2;5;0;7;1;0;6;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;29;39;0;2;1;11;5.666666666666667;1;0.7435897435897436;0.3625;La granja estaba sólidamente construida con ladrillos, rodeada por un muro alto
2173;6;2;2;0;2;7;0;0;1;1;0;0;2;3;5;0;5;1;0;5;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;23;27;0;1;1;6;3.769230769230769;2;0.8518518518518519;0.3709677419354839;Un portón ancho de madera se abría en el muro sobre el camino
2174;7;1;2;0;4;6;0;1;0;4;0;0;6;1;5;0;8;1;0;6;6;4;3;1;0;0;3;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;29;44;0;0;1;10;4.733333333333333;1;0.6590909090909091;0.3372093023255814;Se acercaron y unos aullidos y ladridos temibles estallaron de pronto y una voz gritó
2175;10;1;5;0;3;8;1;1;2;4;0;0;7;3;5;0;12;5;0;6;8;2;3;1;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;38;55;0;0;7;10;5.2105263157894735;1;0.6909090909090909;0.3220338983050847;¡Garra! ¡Colmillo! ¡Lobo! ¡A callar, muchachos! Frodo y Sam se detuvieron en seco, pero Pippin se adelantó unos pasos
2176;11;2;2;0;2;14;1;0;0;7;1;0;5;3;6;0;9;4;0;13;9;4;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;43;55;0;0;1;12;5.157894736842105;1;0.7818181818181819;0.36752136752136755;La puerta se abrió y tres perros enormes salieron al camino y se precipitaron sobre los viajeros ladrando fieramente
2177;19;3;7;0;6;15;1;1;1;6;0;0;6;5;12;0;17;8;1;8;14;6;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;61;84;0;3;3;12;4.5625;2;0.7261904761904762;0.34269662921348315;Pasaron por alto a Pippin| Sam se encogió contra la pared mientras dos perros con aspecto de lobos lo husmeaban con desconfianza y le mostraban los dientes cada vez que se movía
2178;3;0;0;0;5;10;3;1;0;1;0;0;2;2;2;1;8;0;0;7;4;3;2;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;36;0;0;2;8;3.875;1;0.6944444444444444;0.32051282051282054;El mayor y más feroz de los tres se detuvo frente a Frodo, erizado y gruñendo
2179;9;2;3;0;3;5;0;0;1;3;1;0;1;1;3;0;4;2;0;5;0;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24;26;0;0;1;8;4.166666666666667;1;0.9230769230769231;0.3870967741935484;En la puerta apareció un hobbit macizo de cara redonda y roja
2180;6;1;0;0;5;11;0;2;2;4;1;0;2;1;5;1;5;5;2;4;6;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;40;1;0;6;8;5.466666666666667;2;0.825;0.3402061855670103;¡Hola! ¡Hola! ¿Quiénes pueden ser y qué pueden desear? ¡Buenas tardes, señor Maggot! dijo Pippin
2181;2;0;0;0;2;6;0;1;0;2;1;0;2;2;3;0;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;16;0;0;1;13;5.8;1;0.8125;0.38235294117647056;El granjero lo miró detenidamente
2182;8;0;4;0;2;10;0;1;2;7;1;1;4;4;5;2;8;6;0;8;7;2;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;38;51;0;2;4;8;4.7;1;0.7450980392156863;0.3333333333333333;¡Ah, si es el señor Pippin| mejor dicho, el señor Peregrin Tuk! exclamó, trocando su mueca por una amplia sonrisa
2183;2;0;2;0;0;5;0;0;2;2;0;0;0;2;2;0;4;2;2;1;0;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;16;0;0;1;6;4.0;1;1.0625;0.425;Hace mucho tiempo que no viene por aquí
2184;4;0;2;0;1;5;0;0;0;0;0;0;1;0;2;0;3;1;1;2;3;2;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;1;7;4.0;0;1.0;0.4;Es una suerte para usted que lo conozca
2185;7;1;0;0;1;3;0;0;0;1;0;0;0;1;1;0;3;2;0;3;3;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;18;0;0;1;6;3.4;0;0.8888888888888888;0.36363636363636365;Yo ya estaba a punto de azuzar a mis perros
2186;6;0;1;0;0;2;0;0;0;1;0;0;1;2;2;0;1;1;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;15;0;0;1;11;6.5;1;0.7333333333333333;0.36666666666666664;Pasan cosas raras últimamente
2187;5;0;1;0;4;7;0;1;1;0;0;0;0;0;5;1;5;2;0;3;2;3;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;27;0;1;1;9;4.8;0;0.7407407407407407;0.3448275862068966;Por supuesto, de vez en cuando hay gente extraña rondando
2188;6;1;3;0;5;5;0;0;0;3;1;0;2;2;1;0;5;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;20;0;0;1;9;5.125;1;1.0;0.40816326530612246;Demasiado cerca del río dijo, moviendo la cabeza
2189;5;0;1;0;0;8;0;0;1;1;1;0;1;1;2;1;5;1;1;3;4;3;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;24;0;1;1;7;3.9166666666666665;1;0.9583333333333334;0.3898305084745763;Pero ese sujeto era el más extraño que yo haya visto nunca
2190;3;0;1;0;2;5;0;0;0;7;0;0;2;3;2;0;5;3;0;7;3;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;27;0;0;1;9;4.636363636363637;1;0.8518518518518519;0.3709677419354839;No volverá a cruzar mi tierra sin permiso, si puedo impedirlo
2191;1;0;0;0;0;6;1;1;0;3;1;0;0;0;2;0;1;4;1;3;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;17;0;0;2;8;5.0;2;0.9411764705882353;0.38095238095238093;¿A qué sujeto se refiere? preguntó Pippin
2192;1;0;1;0;1;5;0;1;0;2;2;0;2;0;5;0;6;0;0;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;0;0;1;9;4.857142857142857;0;0.7777777777777778;0.34146341463414637;¿Entonces no lo vieron? dijo el granjero
2193;7;0;4;0;1;2;0;0;2;1;0;0;3;3;2;0;4;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;18;0;0;1;7;4.125;1;0.8888888888888888;0.3902439024390244;Tomó el camino ala calzada no hace mucho
2194;9;0;1;0;0;3;0;1;1;1;0;0;0;0;3;0;3;2;2;8;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;21;1;0;1;11;5.375;1;1.0;0.4117647058823529;Era un parroquiano raro, que hacía preguntas raras
2195;5;1;0;0;3;6;0;0;1;1;0;0;3;2;2;0;2;0;0;2;4;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;22;0;1;1;10;5.285714285714286;1;0.6818181818181818;0.3409090909090909;Entre y hablaremos de las últimas novedades
2196;7;2;3;0;5;11;0;2;0;4;0;1;1;1;4;1;4;1;0;5;7;4;6;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;41;0;0;2;8;4.222222222222222;1;0.8048780487804879;0.35106382978723405;Tengo una pizca de buena cerveza de barril, si usted y sus amigos están de acuerdo, señor Tuk
2197;11;1;2;0;8;13;0;2;0;8;1;0;5;3;7;0;10;3;2;6;4;6;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;48;53;0;0;1;11;4.636363636363637;3;0.9056603773584906;0.3870967741935484;Era evidente que el granjero les diría algo más si le daban oportunidad y tiempo, de modo que todos aceptaron la invitación
2198;2;0;0;0;1;4;1;1;0;1;0;0;1;1;3;0;5;2;0;4;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;14;21;0;0;2;12;6.166666666666667;1;0.6666666666666666;0.3181818181818182; ¿Y los perros? preguntó ansiosamente Frodo
2199;3;0;0;0;2;5;0;0;1;0;0;0;2;1;4;1;6;0;1;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;1;6;3.3;1;1.0;0.37209302325581395;No le harán daño, a menos que yo lo ordene
2200;4;1;1;0;0;1;1;2;0;2;0;0;4;1;0;0;4;0;1;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;15;17;0;0;5;9;6.5;2;0.8823529411764706;0.3333333333333333;¡Aquí, Garra! ¡Fuera, Colmillo! ¡Lobo! gritó
2201;6;0;0;0;2;4;1;0;0;2;1;0;3;1;1;0;6;2;0;5;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;22;0;0;3;9;4.1;0;0.8181818181818182;0.35294117647058826;Los perros se alejaron, para alivio de Frodo y Sam
2202;3;0;0;0;0;3;0;2;0;3;1;0;1;1;3;0;2;4;0;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;20;0;0;1;8;5.5;1;0.65;0.3333333333333333;Pippin presentó sus amigos al granjero
2203;0;1;0;0;2;2;1;0;0;1;1;0;2;0;1;1;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;13;0;0;3;6;4.4;1;0.6923076923076923;0.3333333333333333;El señor Frodo Bolsón dijo
2204;4;1;2;0;2;3;0;0;0;3;0;0;1;0;3;0;4;1;0;5;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;18;0;0;3;10;4.375;2;0.8888888888888888;0.37209302325581395;No lo recordará, pero vivió en Casa Brandi
2205;8;3;1;0;3;11;1;1;1;1;1;0;5;2;6;0;7;1;0;8;4;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;32;42;0;1;3;10;4.352941176470588;4;0.7619047619047619;0.3516483516483517;Al oír el nombre de Bolsón, el granjero se sobresaltó y echó a Frodo una mirada penetrante
2206;13;2;2;0;7;14;2;2;2;1;0;0;4;3;6;0;13;3;3;10;9;5;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;50;62;0;0;3;9;4.44;3;0.8064516129032258;0.36764705882352944;Durante un momento Frodo pensó que Maggot había recordado de pronto las setas robadas y que les diría a los perros que lo echasen fuera
2207;2;1;0;0;0;3;0;1;0;0;1;0;2;1;2;0;6;2;0;5;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;17;0;0;1;8;3.75;1;0.7647058823529411;0.34210526315789475;Pero el granjero lo tomó por un brazo
2208;4;1;1;0;1;5;0;0;0;1;0;0;1;2;2;1;4;0;0;1;3;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;17;19;0;2;1;8;4.875;3;0.8947368421052632;0.3617021276595745;Bien, ¿no es esto todavía más extraño? exclamó
2209;2;2;0;0;0;8;0;0;2;0;0;0;3;1;4;1;3;0;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;22;0;1;4;8;5.25;1;0.6818181818181818;0.3;El señor Bolsón, ¿eh? ¡Entren! Tenemos que hablar
2210;12;0;3;0;1;7;0;1;1;3;2;0;4;2;9;0;4;1;0;4;2;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;35;0;2;1;8;4.066666666666666;0;0.7714285714285715;0.35526315789473684;Entraron en la cocina de la granja y se sentaron junto a la amplia chimenea
2211;9;0;3;0;0;9;0;2;1;1;2;0;4;2;4;1;5;1;0;7;2;3;2;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;27;37;0;0;2;8;4.769230769230769;1;0.7297297297297297;0.36;La señora Maggot trajo cerveza en una enorme jarra y llenó cuatro picheles
2212;11;2;3;0;4;9;0;0;1;5;0;0;1;2;6;0;6;6;1;6;4;1;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;36;40;0;0;5;10;4.0;2;0.9;0.37894736842105264;Era una buena cerveza y Pippin se sintió más que compensado por no haber ido a La Perca Dorada
2213;2;1;3;0;0;4;0;0;0;1;0;0;1;1;1;0;3;0;0;3;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;15;0;0;1;7;4.5;1;0.8;0.36363636363636365;Sam sorbió su cerveza con recelo
2214;29;3;6;0;8;20;2;2;4;9;0;0;5;4;11;1;12;5;2;10;13;12;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;82;90;0;0;2;12;5.088235294117647;3;0.9111111111111111;0.3961352657004831;Tenía una desconfianza natural hacia los habitantes de otras partes de la Comarca y no estaba dispuesto a hacer amistad rápidamente con nadie que hubiese golpeado a su señor, aunque fuera largo tiempo atrás
2215;10;3;5;0;2;22;0;5;1;5;2;0;7;3;6;0;15;6;2;12;13;4;6;4;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;61;78;0;1;2;13;4.516129032258065;3;0.782051282051282;0.3567251461988304;Luego de breves observaciones sobre el tiempo y las perspectivas agrícolas, que no eran peores que otras veces, el granjero Maggot dejó su pichel y los miró a uno por uno
2216;14;1;1;0;8;17;0;1;3;11;1;0;1;2;10;1;8;6;1;10;9;2;3;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;57;64;0;0;4;10;4.413793103448276;4;0.890625;0.3630573248407643;Ahora, señor Peregrin dijo, ¿de dónde vienen y hacia dónde van? ¿Vienen a visitarme? Pues si es así, podrían haber pasado por mi puerta sin que yo los viera
2217;0;1;0;0;1;2;0;0;0;3;0;0;0;0;4;0;3;4;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;12;0;0;2;9;5.75;1;0.8333333333333334;0.37037037037037035;Bueno, no respondió Pippin
2218;15;0;4;0;11;15;1;1;2;4;0;0;7;2;5;0;14;6;1;8;8;6;5;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;54;66;0;0;1;11;4.730769230769231;1;0.8181818181818182;0.3624161073825503;A decir verdad, puesto que lo ha adivinado, hemos llegado al sendero por la otra punta, atravesando los campos de usted, pero fue sólo por accidente
2219;14;3;6;0;6;12;0;0;1;3;1;0;4;2;6;0;7;1;2;6;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;47;0;1;4;9;4.888888888888889;0;0.8297872340425532;0.36792452830188677;Perdimos el camino en el bosque, cerca de Casa del Bosque, tratando de encontrar un atajo hacia Balsadera
2220;5;1;2;0;2;8;0;1;1;7;2;0;3;3;6;0;6;1;0;5;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;34;0;0;1;9;4.846153846153846;1;0.8235294117647058;0.3684210526315789;Si tienen prisa, les hubiera convenido más tomar el camino dijo el granjero
