;Phrase
2462;Temo a esos Jinetes Negros y estoy seguro de que es imprudente quedarse mucho tiempo en un mismo sitio, especialmente en un sitio adonde se sabe que yo iría
2463;También Gildor me aconsejó no esperar
2464;Pero me gustaría tanto ver a Gandalf
2465;Me di cuenta de que el mismo Gildor se turbó cuando supo que Gandalf no había aparecido
2466;La partida depende de dos cosas.¿Cuánto tiempo necesitarían los Jinetes para llegar a Gamoburgo? ¿Y cuándo podremos partir? Tendremos que hacer muchos preparativos
2467;Como respuesta a esa segunda pregunta dijo Merry, te diré que podemos partir dentro de una hora
2468;Prácticamente he preparado todo
2469;"Hay seis poneys en un establo al otro lado del campo; las provisiones y los enseres están todos empacados, excepto unas pocas ropas de uso y los alimentos perecederos"
2470;Parece haber sido una conspiración muy eficiente dijo Frodo
2471;Pero, ¿y los Jinetes Negros? ¿Habría peligro si esperamos a Gandalf un día más? Todo depende de lo que pienses que harán los Jinetes, si te encuentran aquí respondió Merry .Podrían haber llegado ya, por supuesto, si no los hubiesen detenido en la Puerta Norte, dond e el seto desciende hasta el río, de este lado del puente
2472;Los guardias no les habrían permitido cruzar de noche, aunque ellos hubiesen podido abrirse paso a la fuerza
2473;Aun a la luz del día, tratarían de no dejarlos pasar, por lo menos hasta mandarle un mensaje al Señor de la Casa, pues no les agradaría el aspecto de los Jinetes y seguramente estarían asustados
2474;Por supuesto, Los Gamos no podría resistir mucho tiempo un ataque decidido
2475;Y es posible que en la mañana se permita pasar a un jinete Negro que llegue preguntando por el señor Bolsón
2476;Es bastante conocida tu idea de regresar y establecerte en Cricava
2477;Frodo se quedó sentado, un rato, muy pensativo
2478;Me he decidido dijo al fin
2479;"Partiré mañana, tan pronto amanezca; pero no iré por el camino, sería más seguro quedarse aquí"
2480;Si yo atravesase la Puerta Norte, mi partida se conocería en seguida, en vez de mantenerse en secreto, al menos unos pocos días más, como tendría que ser
2481;Además, el puente y el Camino del Este cerca del límite estarán vigilados, entre o no en Los Gamos El Señor de los anillos: La Comunidad del anillo 91 algún jinete
2482;"No sabemos cuántos son; por lo menos dos y quizá más"
2483;Lo único que nos queda es partir en una dirección del todo inesperada
2484;¡Pero eso significa entrar en el Bosque Viejo! dijo Fredegar horrorizado
2485;No puedes pensar en algo semejante
2486;Es tan peligroso como los Jinetes Negros
2487;No tanto dijo Merry
2488;"Es una solución desesperada, pero creo que Frodo tiene razón; sólo así podríamos evitar que nos siguieran en seguida"
2489;Con un poco de suerte podríamos ganar una considerable ventaja
2490;Pero no tendrás ninguna suerte en el Bosque Viejo objetó Fredegar
2491;Nadie ha tenido suerte ahí
2492;Te perderás, La gente nunca entra en el bosque
2493;¡Oh, sí! dijo Merry
2494;Los Brandigamo van a veces, cuando les da por ahí
2495;Tenemos una entrada particular
2496;"Frodo la conoció hace tiempo, Yo he estado varias veces; en general durante el día, por supuesto, cuando los árboles están quietos y adormecidos"
2497;"¡Bueno, haced como mejor os parezca! dijo Fredegar, Tengo más miedo del Bosque Viejo que de cualquier otra cosa; las historias que he oído son verdaderas pesadillas"
2498;Pero mi voto apenas cuenta, pues no iré con vosotros
2499;De todos modos, me alegra que alguien se quede para contarle todo a Gandalf, cuando vuelva, y estoy seguro de que no tardará
2500;El Gordo Bolger, aunque quería mucho a Frodo, no deseaba abandonar la Comarca ni ver lo que había más allá
2501;"Era de una familia de la Cuaderna del Este, de Bolgovado, los Campos del Puente, para ser más exactos; pero él nunca había ido más allá del Brandivino"
2502;De acuerdo con el plan original, la obligación de Bolger era quedarse allí y tratar con los preguntones y mantener así todo lo posible el engaño de que el señor Bolsón continuaba en Cricava
2503;Hasta habían traído algunas ropas viejas de Frodo para ayudarlo a interpretar ese papel
2504;Nadie pensó que ese papel pudiera llegar a ser de veras peligroso
2505;¡Excelente! dijo Frodo cuando comprendió el plan
2506;De otro modo no podríamos haber dejado un mensaje para Gandalf
2507;No sé sí esos Jinetes saben leer o no, pero no me hubiese atrevido a correr el riesgo de un mensaje escrito, pensando que ellos podrían entrar y revisar la casa
2508;Pero si Gordo está dispuesto a custodiar la fortaleza, lo que significa que Gandalf sabrá a dónde fuimos, eso me decide
2509;Mañana temprano entraré en el Bosque Viejo
2510;Está bien dijo Pippin, Total, prefiero nuestra tarea a la de Gordo, que aguardará aquí la llegada de los Jinetes Negros
2511;Espera a encontrarte en medio del bosque dijo Fredegar
2512;Mañana antes de esta hora desearás estar aquí conmigo, Basta de discusiones dijo Merry .Todavía tenemos que ordenar las cosas y dar los últimos toques al equipaje
2513;Los despertaré antes que amanezca
2514;Cuando por fin se acostaron, Frodo tardó en dormirse
2515;Le dolían las piernas, Le alegraba saber que partirían a caballo
2516;"Al fin cayó en un vago sueño; creía estar mirando a través de una ventana alta, sobre un mar oscuro de árboles enmarañados"
2517;De abajo, entre las raíces, venía el murmullo de unas criaturas que se arrastraban y bufaban
2518;Estaba seguro de que tarde o temprano lo descubrirían por el olfato
2519;Luego oyó un ruido a lo lejos
2520;Al principio creyó que era un viento huracanado, que soplaba sobre las hojas del bosque
2521;En seguida comprendió El Señor de los anillos: La Comunidad del anillo 92 que no eran las hojas sino el sonido del mar lejano, un sonido que nunca había oído en la vigilia, pero que a menudo había turbado sus sueños
2522;De pronto se encontró fuera, al aire libre
2523;No había árboles, después de todo
2524;Estaba ahora entre unos matorrales oscuros y un extraño olor salobre flotaba en el aire
2525;Alzando los ojos, vio delante una torre blanca y alta, que se erguía solitaria sobre un escarpado arrecife y tuvo entonces deseos de subir a la torre y ver el mar
2526;Comenzó a trepar penosamente por el arrecife hacia la torre, pero de pronto una luz apareció en el cielo y el trueno retumbó.El Señor de los anillos: La Comunidad del anillo 93 6 EL BOSQUE VIEJO Frodo despertó bruscamente
2527;La habitación estaba todavía a oscuras
2528;Merry estaba allí, de pie, con una vela en una mano y golpeando la puerta con la otra
2529;Bien, bien, ¿qué ocurre? dijo Frodo, todavía tembloroso y aturdido
2530;¿Qué ocurre? exclamó Merry
2531;Hora de levantarse
2532;Son las cuatro y media y hay mucha niebla.¡Arriba! Sam está preparando el desayuno
2533;Hasta Pippin está levantado
2534;Voy ahora a ensillar los poneys y elegir el que llevará el equipaje.¡Despierta a ese Gordo haragán! Que se levante a despedirnos, por lo menos
2535;Poco después de las seis, los cinco hobbits estaban listos para partir
2536;Gordo Bolger todavía bostezaba
2537;Salieron de la casa en silencio
2538;"Merry iba al frente guiando un poney que llevaba el cargamento; tomó un sendero que atravesaba un bosquecillo detrás de la casa y luego cortó por el campo"
2539;"Las hojas de los árboles centelleaban a la luz y las ramas goteaban; un rocío helado había agrisado las hierbas"
2540;"Todo estaba tranquilo y los ruidos lejanos parecían lejanos y próximos: unas aves parloteaban en un corral; alguien cerraba una puerta en una casa distante"
2541;"Encontraron los poneys en el establo; bestias pequeñas y robustas de la clase que preferían los hobbits; no muy rápidas, pero buenas para una larga jornada"
2542;Los hobbits montaron y pronto se encontraron cabalgando en la niebla que parecía abrirse de mala gana y cerrar el paso detrás de ellos
2543;Luego de cabalgar alrededor de una hora, lentamente y sin hablar, una cerca se levantó de pronto delante
2544;Era alta y estaba envuelta en una red de plateadas telarañas
2545;¿Cómo vas a atravesarla? preguntó Fredegar
2546;¡Sígueme! dijo Merry y ya verás
2547;Fue hacia la izquierda, a lo largo de la cerca y pronto llegaron a un sitio donde el vallado torcía hacia adentro, corriendo por el borde de una depresión
2548;"A cierta distancia de la cerca habían hecho una excavación en pendiente; las paredes de ladrillo se arqueaban hasta formar un túnel que pasaba por debajo de la cerca y desembocaba en la depresión del otro lado"
2549;Aquí Gordo Bolger se detuvo.¡Ad iós, Frodo! dijo
2550;Desearía de veras que no te internaras en el bosque
2551;Espero sólo que no necesites auxilio antes de terminar el día.¡Buena suerte, hoy y todos los días! ¡Tendré suerte, si no nos aguarda nada peor que el Bosque Viejo! dijo Frodo
2552;Dile a Gandalf que se apresure por el camino del este
2553;Lo retomaremos pronto, e iremos de prisa
2554;¡Adiós! gritaron y corrieron cuesta abajo entrando en el túnel y desapareciendo de la vista de Fredegar
2555;"El túnel era oscuro y húmedo; una puerta con barrotes de hierro cerraba el otro extremo"
2556;Merry desmontó y la abrió y cuando todos pasaron la empujó hacia atrás
2557;La puerta se cerró con un golpe metálico y el cerrojo cayó otra vez
2558;El sonido fue siniestro.El Señor de los anillos: La Comunidad del anillo 94 ¡Ya está! exclamó Merry
2559;Hemos dejado la Comarca y estamos fuera en los linderos del Bosque Viejo
2560;¿Son ciertas las historias que se cuentan? preguntó Pippin
2561;No sé a qué historias te refieres respondió Merry
2562;Si es a esas historias de miedo, que las nodrizas le contaban a Gordo sobre duendes y lobos y cosas así, te diré que no
2563;En todo caso yo no las creo
2564;Pero el Bosque es raro
2565;Todo ahí está más vivo y es más atento a todo lo que ocurre, por así decir, que las cosas de la Comarca
2566;A los árboles no les gustan los extraños te vigilan
2567;Por lo general se contentan con esto, mientras hay luz, y no te molestan demasiado
2568;A veces los más hostiles dejan caer una rama, o levantan una raíz, o te atrapan con una liana
2569;Pero de noche las cosas pueden ser muy alarmantes, según me han dicho
2570;No he estado aquí después de oscurecer sino una o dos veces y sin alejarme del cercado
2571;"Me pareció entonces que todos los árboles murmuraban entre sí, contándose noticias y conspirando en un lenguaje ininteligible; y las ramas se balanceaban y rozaban sin ningún viento"
2572;Dicen que los árboles se mueven realmente y pueden rodear y envolver a los extravíos
2573;"En verdad, hace tiempo atacaron la cerca; vinieron y se plantaron al lado, inclinándose hasta cubrirla"
2574;Pero los hobbits acudieron y cortaron cientos de árboles e hicieron una gran hoguera en el bosque y quemaron el suelo en una larga franja al este de la cerca
2575;Los árboles dejaron de atacar, pero se volvieron muy hostiles
2576;Hay aún un ancho espacio despejado, no muy adentro, donde hicieron la hoguera
2577;¿Sólo los árboles son peligrosos? dijo Pippin
2578;"Hay criaturas extrañas que viven en lo profundo del bosque y al otro lado dijo Merry, o así me han dicho al menos; yo nunca las vi"
2579;Sea como sea, hay senderos entre los árboles
2580;Cuando uno entra en el bosque encuentra sendas abiertas, pero que parecen moverse y cambiar de tanto en tanto de una manera extraña
2581;No lejos de este túnel hay o hubo hace tiempo un camino que llega al Claro de la Hoguera y que continúa aproximadamente en nuestra dirección, hacia el oeste y un poco hacia el norte
2582;Ese es el camino que trataré de encontrar
2583;Los hobbits dejaron la puerta del túnel y cabalgaron cruzando la ancha depresión
2584;"En el extremo opuesto un borroso sendero subía a los terrenos del bosque, unos cien metros más allá de la cerca; pero se desvaneció tan pronto como los llevó bajo los árboles"
2585;"Mirando adelante sólo podían ver troncos de diferentes formas y tamaños: derechos o inclinados, rechonchos o finos, pulidos o nudosos; y todos eran verdes o grises, cubiertos de musgo y viscosas e hirsutas excrecencias.Sólo Merry parecía todavía animado"
2586;Es mejor que vayas delante y encuentres esa senda dijo Frodo.¡No nos perdamos los unos a los otros, y no olvidemos de qué lado queda la cerca! Tomaron un camino entre los árboles y los poneys avanzaron evitando cuidadosamente las raíces entrelazadas y retorcidas
2587;No había maleza
2588;El suelo se elevaba continuamente y a medida que avanzaban parecía que los árboles se hacían más altos, oscuros y espesos
2589;No se oía nada, excepto alguna ocasional gota de humedad que caía entre las hojas inmóviles
2590;"Por el momento no había ni un murmullo ni un movimiento entre las ramas; pero todos tenían la incómoda impresión de que alguien estaba observándolos con El Señor de los anillos: La Comunidad del anillo 95 una creciente desaprobación, que llegaba a ser disgusto y aun hostilidad"
2591;Esta impresión fue creciendo hasta que al fin se encontraron echando rápidas miradas hacia arriba o hacia atrás, o por encima del hombro, como si esperasen un golpe repentino
2592;No había ya indicios de senda y parecía que los árboles les cerraban el paso
2593;"Pippin sintió que no podía soportarlo más y gritó de pronto: ¡Eh! ¡Eh! No haré nada, déjenme pasar, ¿quieren? Los otros se detuvieron sobrecogidos; pero el grito volvió a ellos como apagado por una cortina espesa; no hubo ecos ni respuesta, aunque el bosque parecía ahora más poblado y atento que antes"
2594;Si yo fuese tú, no hubiera gritado dijo Merry .Nos hace más mal que bien
2595;Frodo comenzaba a preguntarse si sería posible encontrar un modo de pasar y si había hecho bien en arrastrar a los otros a este bosque abominable
2596;Merry miraba a ambos lados y parecía indeciso acerca del camino que debían tomar
2597;Pippin se dio cuenta
2598;No te ha llevado mucho tiempo extraviarnos dijo
2599;Pero en ese momento Merry silbó aliviado y señaló adelante
2600;Bueno, bueno dijo
2601;Estos árboles se mueven de veras
2602;Tenemos ahí enfrente (o así lo espero) el Claro de la Hoguera, ¡pero parece que el sendero se ha ido! La luz se hacía más clara a medida que avanzaban
2603;De pronto salieron de entre los árboles y se encontraron en un vasto espacio circular
2604;Había un cielo allá arriba, azul y claro, y se sorprendieron, pues bajo el techo del bosque no habían podido ver cómo se levantaba la mañana ni cómo se desvanecía la bruma
2605;El sol no estaba sin embargo bastante alto como para llegar al claro, aunque la luz brillaba sobre los árboles
2606;Al borde del claro las hojas parecían más verdes y espesas, rodeándolo con un muro casi sólido
2607;"No crecía allí ningún árbol; sólo pastos duros y muchas plantas altas: gruesos abetos marchitos, perejil silvestre, maleza reseca que se deshacía en ceniza blanca, ortigas y cardos exuberantes"
2608;Un lugar melancólico, aunque comparado con la espesura del bosque parecía un jardín encantador y alegre
2609;Los hobbits recobraron el ánimo y miraron con esperanza la luz creciente en el cielo
2610;En el otro extremo del claro había una abertura en la pared de árboles y más allá se abría una senda
2611;Alcanzaban a ver cómo entraba en el bosque, ancha en algunos sitios y abierta arriba, aunque de vez en cuando los árboles la ensombrecían cubriéndola con ramas oscuras
2612;Siguieron ese camino
2613;Ascendían aún, pero ahora más rápidamente y con mejor ánimo, pues les parecía que el bosque había cedido y que después de todo no se opondría a que pasaran
2614;Pero al cabo de un rato el aire se hizo pesado y caluroso
2615;Los árboles se cerraron de nuevo a los lados y no podían ver adelante
2616;La malignidad del bosque era ahora todavía más evidente
2617;Había tanto silencio que el ruido de los cascos que aplastaban las hojas secas y a veces golpeaban raíces ocultas les retumbaban de algún modo en los oídos
2618;Frodo trató de cantar para animarlos, pero su voz fue sólo un murmullo: Oh, vagabundos de la tierra en sombras, no desesperéis
2619;Pues aunque oscuros se alcen todos los bosques terminarán al fin El Señor de los anillos: La Comunidad del anillo 96 viendo pasar el sol descubierto: el sol poniente, el sol naciente, el fin del día y el principio del día
2620;Al este o al oeste, los bosques acabarán
2621;Acabarán ...en el momento en que Frodo decía esta palabra, se le apagó la voz
2622;El aire parecía pesado, y hablar era fatigoso.Justo detrás de ellos una rama gruesa cayó ruidosamente en el sendero
2623;Adelante los árboles parecían apretarse unos contra otros
2624;No les gusta que hables de términos y acabamientos dijo Merry
2625;Yo no cantaría más por ahora
2626;"Espera a llegar al límite del bosque; ¡y entonces nos volveremos y le cantaremos a coro! Habló alegremente y si había en él alguna ansiedad, no la demostró"
2627;Los demás no respondieron
2628;Se sentían agobiados
2629;Una pesada carga oprimía el corazón de Frodo y a cada paso que daba más lamentaba haber desafiado la amenaza de los árboles
2630;Estaba casi decidido a detenerse y proponerles que se volvieran (si esto era todavía posible) cuando las cosas tomaron un nuevo rumbo
2631;La senda dejó de ascender y ahora corría por un llano
2632;Los árboles oscuros se hicieron a un lado y podían ver que más adelante el camino seguía casi en línea recta
2633;Al frente, a alguna distancia, una colina verde, sin árboles, se alzaba como una cabeza calva por encima del bosque
2634;La senda parecía llevar directamente a la colina
2635;Apresuraron la marcha, encantados con la idea de trepar por encima del techo de la floresta
2636;El sendero descendió y luego comenzó a subir otra vez, conduciéndolos al pie de la ladera empinada
2637;Allí abandonó los árboles y se internó en el pasto
2638;El bosque rodeaba la colina como una cabellera espesa que terminaba de pronto en un círculo alrededor de una testa rasurada
2639;Los hobbits cabalgaron cuesta arriba, dando vueltas hasta llegar a la cima de la loma
2640;Allí se detuvieron mirando en torno
2641;"El aire era fulgurante, iluminado por la luz del sol, aunque brumoso; no se veía muy lejos"
2642;Alrededor la niebla se había disipado casi del todo, aunque aquí y allá cubría las cavidades del bosque y hacia el sur, en un pliegue profundo que atravesaba el bosque de lado a lado, se alzaba aún como cintas de humo blanco o vapor.Aquélla dijo Merry, señalando es la línea del Tornasauce
2643;Desciende de las lomas y corre al sudeste, atravesando el centro del bosque para unirse al Brandivino más abajo de Fin de la Cerca.¡No iremos en esa dirección! Dicen que el Valle del Tornasauce es la parte más extraña de todo el bosque, el centro de donde vienen todas las rarezas, por así decir
2644;"Los otros miraron en la dirección que Merry indicaba, pero sólo vieron nieblas que se extendían sobre un valle húmedo y profundo; la mitad meridional de la floresta se perdía en la distancia"
2645;El sol calentaba en la cima de la loma
2646;Serían aproximadamente las once de la mañana, pero la bruma otoñal no dejaba ver mucho en otras direcciones
2647;Hacia el oeste no alcanzaban a distinguir la línea de la cerca ni el valle del Brandivino
2648;En el norte, hacia donde miraban más esperanzados, no veían nada que pudiera ser el gran Camino del Este, que se proponían seguir
2649;Estaban en una isla perdida en un mar de árboles y de horizontes velados.El Señor de los anillos: La Comunidad del anillo 97 Al sudeste el suelo descendía abruptamente, como si las laderas de las colinas se internaran bajo los árboles, como playas de islas que en realidad son laderas de montaña elevándose desde aguas profundas
2650;Se sentaron en la orilla verde, mirando por sobre los bosques, mientras almorzaban
2651;A medida que el sol subía y pasaba el meridiano, comenzaron a vislumbrar en el este la línea verdegris de las colinas que se extendían del otro lado del Bosque Viejo
2652;Esto los animó de veras, pues era bueno ver algo más allá de los lindes del bosque, aunque no pensaban ir en esa dirección, si podían evitarlo
2653;Las Quebradas de los Túmulos tenían entre los hobbits una reputación tan siniestra como el bosque mismo
2654;Al fin decidieron proseguir el viaje
2655;"El sendero que los había llevado a la colina reapareció en el lado norte; pero no lo habían seguido mucho tiempo cuando advirtieron que se desviaba a la derecha"
2656;Pronto empezó a descender abruptamente y sospecharon que llevaba al Valle del Tornasauce, que no era de ningún modo la dirección que pensaban tomar
2657;Lo discutieron un rato y al fin resolvieron dejar el sendero y torcer al norte, pues aunque no habían podido verla desde la cima de la loma, la ruta tenía que estar en esa dirección y no muy lejos
2658;"También hacia el norte, a la izquierda del sendero, la tierra parecía más seca y abierta, alzándose en pendientes donde los árboles eran más delgados; pinos y abetos reemplazaban a los robles, los fresnos y los extraños árboles desconocidos del bosque más espeso"
2659;"Al comienzo la elección pareció buena; marchaban a paso vivo, aunque cada vez que divisaban el sol en un claro creían haber virado hacia el este, no sabían cómo"
2660;Luego los árboles comenzaron a cerrarse (en la distancia les habían parecido más delgados y menos enmarañados), y de pronto descubrieron unas fallas profundas e inesperadas en el terreno, como surcos de ruedas gigantescas o anchos fosos y caminos borrosos y en desuso, obstruidos por las zarzas
2661;La mayoría de estos repliegues cruzaban perpendicularmente la dirección que seguían los hobbits y sólo podían franquearlos ayudándose con pies y manos, lo que era incómodo y difícil a causa de los poneys
2662;"Cada vez que descendían encontraban la cavidad cubierta por espesos matorrales y zarzas, que por alguna razón no cedían a la izquierda y sólo permitían el paso si los viajeros se volvían a la derecha; tenían que andar un rato por el fondo de la cavidad antes de encontrar el modo de trepar al otro lado"
2663;"Cada vez que subían, la arboleda parecía más profunda y oscura; y siempre hacia la izquierda y hacia arriba era más difícil abrirse paso"
2664;Tenían que ir siempre hacia la derecha, bajando
2665;Al cabo de una hora o dos habían perdido todo sentido claro de la orientación, aunque sabían que desde hacía tiempo ya no iban hacia el norte
2666;"Marchaban sin rumbo, siguiendo un itinerario que otros habían elegido para ellos; al este y al sur, hacia el corazón del bosque y no hacia una salida"
2667;La tarde declinaba cuando descendieron arrastrándose y tropezando a un repliegue más ancho y profundo que todos los anteriores
2668;Era tan empinado y abrupto que no había modo de salir por un lado o por el otro sin abandonar los poneys y el equipaje
2669;Todo lo que podían hacer era seguir el curso descendente de la falla
2670;El suelo era más blando ahora, y a trechos pantanoso
2671;En los terraplenes aparecieron manantiales y pronto se encontraron marchando a orillas de un arroyo que se escurría y murmuraba sobre un lecho de hierbas salvajes
2672;Luego el suelo empezó a descender rápidamente y el arroyo se hizo El Señor de los anillos: La Comunidad del anillo 98 más sonoro y caudaloso, bajando a saltos a lo largo de la pendiente
2673;Estaban en una profunda y oscura hondonada, cubierta por una alta bóveda de árboles
2674;Marcharon un rato tropezando a lo largo del arroyo y de pronto salieron de las tinieblas como a través de una puerta y vieron delante la luz del sol
2675;Saliendo al claro descubrieron que habían venido caminando por una hendidura en una barranca empinada, casi un acantilado
2676;Allá abajo había un ancho espacio de hierba y cañas y a lo lejos se veía otra pared, también escarpada
2677;El oro de un sol tardío se extendía cálido y pesado entre las dos paredes
2678;En medio serpenteaba un río de aguas pardas y perezosas bordeado por viejos sauces caídos y moteado por miles de hojas de sauce marchitas
2679;"Las hojas espesaban el aire; caían revoloteando, amarillas; una brisa tibia y dulce soplaba en la hondonada; las cañas murmuraban y las ramas de los sauces crujían"
2680;¡Bueno, por lo menos ahora tengo una idea de donde estamos! dijo Merry
2681;Hemos venido en dirección contraria a lo previsto.¡Este es el río Tornasauce! Iré a explorarlo.Salió a la luz y desapareció entre las hierbas altas
2682;"Poco después reapareció, informando que el suelo era bastante firme entre el pie del acantilado y el río; en algunos sitios una hierba apretada bajaba al borde del agua"
2683;Más aún dijo
2684;Parece haber algo semejante a un sendero sinuoso a lo largo de esta orilla
2685;Si doblamos hacia la izquierda y lo seguimos, creo que saldremos del bosque por el lado este
2686;Pienso lo mismo comentó Pippin
2687;Es decir....si la huella llega hasta allí y no nos deja en algún pantano.¿Quién puede haber trazado esta senda, decidme, y por qué? Estoy seguro de que no para nuestro beneficio
2688;Comienzo a desconfiar de veras de este bosque y de todo lo que hay en él y ya creo en todas las historias que se cuentan.¿Tienes alguna idea de la distancia que debemos recorrer hacia el este? No dijo Merry, no la tengo
2689;Ignoro del todo a qué altura del Tornasauce nos encontramos, ni quién pudo haber venido aquí con tanta frecuencia como para trazar una senda a lo largo del río
2690;Pero no veo ni imagino otra salida
2691;No habiendo alternativa, partieron uno detrás de otro y Merry los llevó al sendero que había descubierto
2692;"Las hierbas y las cañas eran en todas partes lozanas y altas y en algunos lugares crecían muy por encima de la cabeza de los viajeros; pero una vez encontrado el sendero era fácil de seguir en sus vueltas y revueltas, siempre por terreno f irme, evitando ciénagas y pantanos"
2693;Aquí y allá atravesaba otros arroyos que venían de las tierras boscosas y altas y descendían por hondonadas hasta el Tornasauce y en estos puntos y puestos allí con cuidado, había unos troncos de árboles o unos manojos de ramas que iban de orilla a orilla y ayudaban a cruzar
2694;Los hobbits comenzaron a sentir mucho calor
2695;Ejércitos de moscas de toda especie les zumbaban en las orejas y el sol de la tarde les quemaba las espaldas
2696;"Inesperadamente entraron en una tenue sombra; grandes ramas grises se extendían por encima del sendero"
2697;Cada paso adelante les costaba un poco más que el anterior
2698;Parecía que una somnolencia furtiva les subía El Señor de los anillos: La Comunidad del anillo 99 por las piernas desde el suelo y les caía dulcemente desde el aire sobre la cabeza y los ojos
2699;Frodo sintió que cabeceaba.Justo delante de él, Pippin cayó de rodillas
2700;Frodo se detuvo
2701;Es inútil oyó que Merry decía
2702;Imposible dar otro paso sin antes descansar un poco
2703;Necesitamos una siesta
2704;Está fresco bajo los sauces.¡Hay menos moscas! El tono de estas palabras no le gustó a Frodo.¡Adelante! gritó
2705;No podemos dormir todavía
2706;Primero tenemos que salir del bosque
2707;Pero los otros estaban ya demasiado adormilados para preocuparse.Junto a ellos Sam bostezaba y parpadeaba con aire estúpido
2708;De pronto Frodo mismo se sintió dominado por la modorra
2709;La cabeza se le bamboleaba
2710;Apenas se oía un sonido en el aire
2711;Las moscas habían dejado de zumbar
2712;Sólo un leve susurro apenas audible, como si alguien cantara entre dientes una canción, parecía revolotear allá arriba, en las ramas
2713;Frodo alzó pesadamente los ojos y vio un sauce enorme, viejo y blanquecino, que se inclinaba sobre él
2714;"El árbol parecía inmenso; las largas ramas apuntaban como brazos tendidos, con muchas manos de dedos largos y el tronco nudoso y retorcido se abría en anchas hendiduras que crujían débilmente con el movimiento de las ramas"
2715;"Las hojas que se estremecían bajo el cielo brillante deslumbraron a Frodo; se tambaleó y cayó allí sobre las hierbas"
2716;Merry y Pippin se arrastraron hacia adelante y se tendieron apoyándose de espaldas contra el tronco del sauce
2717;Detrás de ellos las grandes hendiduras se abrieron para recibirlos y el árbol se balanceó y crujió
2718;Miraron hacia arriba y vieron las hojas grises y amarillas que se movían apenas contra la luz y cantaban
2719;Cerraron los ojos y les pareció que casi oían palabras, palabras frescas que hablaban del agua y del sueño
2720;Se abandonaron a aquel sortilegio y cayeron en un sueño profundo al pie del enorme sauce gris
2721;"Frodo luchó un rato contra el sueño que lo aplastaba; al fin se incorporó de nuevo trabajosamente"
2722;Tenía unas ganas irresistibles de agua fresca
2723;Espérame, Sam balbució
2724;Tengo que mojarme los pies un instante.Medio dormido fue hacia el lado del árbol que daba al río, donde unas grandes raíces nudosas entraban en el agua, como dragones retorcidos que estiraban los cuellos para beber
2725;Montó a horcajadas sobre una de las ramas, hundió los pies en el agua parda y fresca y se durmió en seguida, recostado contra el árbol
2726;Sam se sentó y se rascó la cabeza, bostezando como una caverna
2727;Estaba preocupado
2728;La tarde declinaba y esta somnolencia repentina le parecía inquietante.«Hay otra cosa aquí además del sol y el aire cálido», se susurró a sí mismo.«Este árbol enorme no me gusta nada
2729;No le tengo confianza.¡Escucha cómo canta invitando al sueño! ¡No me convencerá!» Se puso de pie con mucho trabajo y fue tambaleándose a ver cómo estaban los poneys
2730;"Dos de ellos se habían alejado por el sendero; acababa de atraparlos y de traerlos junto a los otros cuando oyó dos ruidos: uno fuerte, el otro leve pero claro"
2731;"Uno era el chapoteo de algo pesado que había caído al agua; el otro parecía el sonido de una cerradura en una puerta que se cierra despacio.El Señor de los anillos: La Comunidad del anillo 100 Sam se precipitó hacia la orilla"
2732;Frodo estaba en el agua, cerca del borde, bajo una enorme raíz que parecía mantenerlo sumergido, pero no se resistía
2733;"Sam lo tomó por la chaqueta y tironeó sacándolo de debajo de la raíz; luego lo arrastró como pudo hasta la orilla"
2734;Frodo se despertó casi inmediatamente, tosiendo y farfullando
2735;¿Sabes tú, Sam dijo al fin, que ese árbol maldito me arrojó al agua? Lo sentí.¡La raíz me envolvió el cuer po y me hizo perder el equilibrio! Estaba usted soñando sin duda, señor Frodo dijo Sam
2736;No debiera haberse sentado en un lugar semejante, si tenía ganas de dormir
2737;¿Y los demás? inquirió Frodo
2738;Me pregunto qué clase de sueños tendrán..
2739;Fueron al otro lado del árbol y Sam entendió entonces por qué había creído oír el sonido de una cerradura
2740;Pippin había desaparecido
2741;La abertura junto a la cual se había acostado se había cerrado del todo y no se veía ni siquiera una grieta
2742;"Merry estaba atrapado; otra de las hendiduras del árbol se le había cerrado alrededor del cuerpo; tenía las piernas fuera, pero el resto estaba dentro de la abertura negra y los bordes lo apretaban como tenazas"
2743;Frodo y Sam comenzaron por golpear el tronco en el lugar donde había estado Pippin
2744;Luego lucharon frenéticamente tratando de separar las mandíbulas de la grieta que sujetaba al pobre Merry
2745;Todo fue inútil
2746;¡Qué cosa espantosa! gritó Frodo .¿Por qué habremos venido a este bosque horrible? ¡Ojalá estuviéramos todos de vuelta en Cricava! Pateó el árbol con todas sus fuerzas, sin prestar atención al dolor que sentía en el pie
2747;"Un estremecimiento apenas perceptible subió por el tronco hacia las ramas; las hojas se sacudieron y murmuraron, pero ahora con el sonido de una risa lejana y débil"
2748;¿No hemos traído un hacha en nuestro equipaje, señor Frodo? preguntó Sam
2749;Traje un hacha pequeña para cortar leña dijo Frodo
2750;No nos serviría de mucho
2751;¡Un momento! gritó Sam, pues la mención de la leña le había dado una idea.¡Podríamos recurrir al fuego! Podríamos dijo Frodo, titubeando
2752;Podríamos asar vivo a Pippin dentro del tronco
2753;Podríamos también, para empezar, hacer daño al árbol o asustarlo dijo Sam fieramente
2754;Si no los suelta lo echaré abajo, aunque sea a mordiscos
